angle,B,strength,E_i,v_i,E_f,v_f,id
0.0,0.1085427135678392,0.0,10.267491457286432,[1. 0. 0. 0.],1.1525085427135675,[0. 0. 0. 1.],3->2
0.0,0.03618090452261307,0.0,4.1908361809045225,[0. 0. 0. 1.],-5.2036120603015075,[0. 1. 0. 0.],2->1
0.0,0.36984924623115584,0.0,-0.5335899497487429,[0. 1. 0. 0.],-9.819230150753771,[0. 0. 0. 1.],2->1
0.0,0.07236180904522614,0.7499999999999999,2.671672361809044,[0. 0. 0. 1.],-6.722775879396985,[0. 0. 1. 0.],2->0
0.0,0.3296482412060302,1.0,-1.096243216080401,[0. 1. 0. 0.],-10.323756783919599,[0. 0. 1. 0.],2->0
0.0,0.7396984924623117,0.7499999999999999,-16.062820100502513,[0. 0. 1. 0.],-25.348460301507544,[0. 0. 0. 1.],1->0
0.015866629563584814,0.1085427135678392,3.6212782598570907e-09,10.267038342451798,[9.99995831e-01 2.88751122e-03 7.95592077e-06 3.64430915e-08],1.1532901383541017,[-2.05788571e-07  4.49242502e-05  4.98066770e-03  9.99987595e-01],3->2
0.015866629563584814,0.03618090452261307,0.00022721732483265772,4.191046008788203,[-1.04760196e-08  2.28698404e-06  1.33711942e-03  9.99999106e-01],-5.203436465351967,[ 1.11918076e-03 -9.99873566e-01 -1.58618831e-02  2.34959596e-05],2->1
0.015866629563584814,0.36984924623115584,0.02045804043142158,-0.5325644736172833,[ 6.53335967e-03 -9.99852746e-01 -1.58663946e-02 -2.43089176e-04],-9.798710206349439,[ 1.05172365e-05 -2.29462343e-03  1.29412507e-01  9.91588190e-01],2->1
0.015866629563584814,0.07236180904522614,0.7497075587119535,2.672137255040026,[-5.91778876e-08  1.29188263e-05  2.96249846e-03  9.99995612e-01],-6.723240662536445,[-2.85341649e-05  1.58616489e-02 -9.99869809e-01  2.96192085e-03],2->0
0.015866629563584814,0.3296482412060302,0.9946458064295272,-1.0952793191817607,[ 6.14056120e-03 -9.99855216e-01 -1.58669375e-02 -2.85994163e-04],-10.332793081087432,[ 6.71412071e-05 -1.58241973e-02  9.98223325e-01 -5.74437482e-02],2->0
0.015866629563584814,0.7396984924623117,0.7500718865714623,-16.058015086089878,[ 8.54347690e-05 -1.58623814e-02  9.99405288e-01  3.06177773e-02],-25.35326539691754,[-1.53585674e-06  3.35336736e-04 -3.06163108e-02  9.99531155e-01],1->0
0.03173325912716963,0.7396984924623117,0.7502874390800452,-16.04363692468471,[ 3.41591803e-04 -3.16994092e-02  9.97628004e-01  6.11015206e-02],-25.367644772710896,[-1.22519137e-05  1.33775804e-03 -6.10898393e-02  9.98131375e-01],1->0
0.03173325912716963,0.3296482412060302,0.9792712274377795,-1.0923845151318727,[ 0.01227906 -0.99942021 -0.0317357  -0.00114428],-10.35945283608964,[ 2.66265861e-04 -3.14039370e-02  9.93137472e-01 -1.12657372e-01],2->0
0.03173325912716963,0.07236180904522614,0.748832294948845,2.673531734659204,[-4.73267672e-07  5.16432298e-05  5.92379992e-03  9.99982453e-01],-6.724633493186051,[-1.14013227e-04  3.16934833e-02 -9.99480102e-01  5.91918721e-03],2->0
0.03173325912716963,0.1085427135678392,5.7856182179788597e-08,10.265679060466976,[9.99983326e-01 5.77469624e-03 3.18224393e-05 2.91595188e-07],1.155634525068978,[-1.64519332e-06  1.79517764e-04  9.95915499e-03  9.99950390e-01],3->2
0.03173325912716963,0.03618090452261307,0.0009072936977959133,4.191675423020801,[-8.37975866e-08  9.14431130e-06  2.67380365e-03  9.99996425e-01],-5.202910310109824,[ 2.23743048e-03 -9.99495067e-01 -3.16953503e-02  9.38873603e-05],2->1
0.03173325912716963,0.36984924623115584,0.07071636692559771,-0.5294856421090454,[ 1.30646633e-02 -9.99410571e-01 -3.17313612e-02 -9.72482238e-04],-9.741303194031394,[ 7.84452599e-05 -8.54112146e-03  2.39287498e-01  9.70911189e-01],2->1
0.04759988869075445,0.1085427135678392,2.921876511762999e-07,10.263413798889971,[-9.99962488e-01 -8.66122885e-03 -7.15958255e-05 -9.84417816e-07],1.1595405017227505,[-5.54626474e-06  4.03243992e-04  1.49332761e-02  9.99888411e-01],3->2
0.04759988869075445,0.03618090452261307,0.0020355345977057836,4.192724215385974,[-2.82757474e-07  2.05611148e-05  4.00961772e-03  9.99991961e-01],-5.2020354757937195,[ 3.35382670e-03 -9.98866902e-01 -4.74722959e-02  2.10886219e-04],2->1
0.04759988869075445,0.36984924623115584,0.13074991290637017,-0.5243462505560933,[ 0.01959183 -0.99867224 -0.04759338 -0.00218855],-9.656162392241662,[ 2.41068936e-04 -1.74484327e-02  3.22710480e-01  9.46336853e-01],2->1
0.04759988869075445,0.07236180904522614,0.7473803459805716,2.6758552005824336,[-1.59640516e-06  1.16077108e-04  8.88270789e-03  9.99960541e-01],-6.726949833114708,[-2.56068982e-04  4.74660321e-02 -9.98833461e-01  8.86718562e-03],2->0
0.04759988869075445,0.3296482412060302,0.9556901228569186,-1.0875494652301452,[ 0.01841342 -0.99869304 -0.04760798 -0.00257574],-10.402490016503544,[ 5.91101779e-04 -4.65402813e-02  9.85388420e-01 -1.63839296e-01],2->0
0.04759988869075445,0.7356783919597991,0.7506512227268233,-15.963242570485086,[ 7.67113776e-04 -4.74848964e-02  9.94632538e-01  9.19277478e-02],-25.222983119826235,[-4.15145382e-05  3.02278650e-03 -9.18880484e-02  9.95764755e-01],1->0
0.06346651825433926,0.7356783919597991,0.7511567198600833,-15.92990004186744,[ 0.00136241 -0.06319646  0.9905218   0.12194636],-25.25633987507594,[-9.77541196e-05  5.34040784e-03 -1.21853205e-01  9.92533761e-01],1->0
0.06346651825433926,0.07236180904522614,0.7453617989520942,2.679106653127201,[-3.78117888e-06  2.06060702e-04  1.18380269e-02  9.99929907e-01],-6.730182178317661,[-4.54094646e-04  6.31505017e-02 -9.97934134e-01  1.18013837e-02],2->0
0.06346651825433926,0.32562814070351764,0.9316319822144455,-1.1371264799527994,[ 0.02437487 -0.99767381 -0.06348999 -0.00467601],-10.396373278817661,[ 0.00103133 -0.06128621  0.97809198 -0.19894475],2->0
0.06346651825433926,0.03618090452261307,0.003604222126179976,4.194192038986453,[-6.70043259e-07  3.65193087e-05  5.34412711e-03  9.99985719e-01],-5.2008150726502675,[ 4.46746385e-03 -9.97993014e-01 -6.31652275e-02  3.74017354e-04],2->1
0.06346651825433926,0.3738693467336684,0.21064315319670238,-0.4607770922894112,[ 0.02626099 -0.99763216 -0.06344826 -0.0038409 ],-9.69856901850258,[ 5.45977391e-04 -2.95153649e-02  4.09103044e-01  9.12010551e-01],2->1
0.06346651825433926,0.1085427135678392,9.203305830076274e-07,10.260242870320196,[9.99933326e-01 1.15467827e-02 1.27269866e-04 2.33437866e-06],1.165006064727522,[-1.31259712e-05  7.15212529e-04  1.99008347e-02  9.99801703e-01],3->2
0.07933314781792407,0.1085427135678392,2.2371347338139883e-06,10.256166712402443,[9.99895847e-01 1.44310315e-02 1.98835870e-04 4.56170742e-06],1.1720284055764318,[-2.55847803e-05  1.11418486e-03  2.48596189e-02  9.99690331e-01],3->2
0.07933314781792407,0.03618090452261307,0.005602769973087063,4.196078408438843,[-1.30818560e-06  5.69936266e-05  6.67689796e-03  9.99977708e-01],-5.199253403030337,[ 5.57746118e-03 -9.96878817e-01 -7.87475518e-02  5.82625392e-04],2->1
0.07933314781792407,0.37788944723618095,0.28609244889038477,-0.3950186597428163,[ 0.03299394 -0.99628763 -0.07929205 -0.00592726],-9.714634467616845,[ 0.00099913 -0.04299578  0.47494398  0.87896449],2->1
0.07933314781792407,0.07236180904522614,0.7427904846207013,2.683284693700828,[-7.37786875e-06  3.21371212e-04  1.47885629e-02  9.99890592e-01],-6.7343201467377645,[-7.07254939e-04  7.87190915e-02 -9.96787943e-01  1.47173681e-02],2->0
0.07933314781792407,0.3216080402010051,0.9067224553944356,-1.1848391890193608,[ 0.03024211 -0.99635697 -0.07938771 -0.00746997],-10.396920749994173,[ 0.00158017 -0.07561995  0.97100877 -0.22676221],2->0
0.07933314781792407,0.7316582914572866,0.7518190996672638,-15.830407507921066,[ 0.00212349 -0.07880507  0.98516295  0.15244411],-25.13080137342163,[-1.90955631e-04  8.35004439e-03 -1.52261942e-01  9.88304883e-01],1->0
0.0951997773815089,0.3216080402010051,0.8747809855107906,-1.1741987745125646,[ 0.03626678 -0.99473028 -0.09529131 -0.0107679 ],-10.470810606955256,[ 0.00223159 -0.08920256  0.96142272 -0.26020045],2->0
0.0951997773815089,0.07236180904522614,0.7396837005378293,2.6883875257672236,[-1.27336993e-05  4.61723650e-04  1.77331240e-02  9.99842649e-01],-6.739350597478588,[ 0.0010145  -0.09414528  0.99540218 -0.01761088],2->0
0.0951997773815089,0.7276381909547739,0.7526359828344897,-15.721456039152422,[ 0.00304937 -0.0942886   0.9786357   0.18268148],-25.01474690152109,[-3.29399508e-04  1.20109617e-02 -1.82367238e-01  9.83157067e-01],1->0
0.0951997773815089,0.03618090452261307,0.008017931694261179,4.198382700146068,[-2.25950759e-06  8.19516751e-05  8.00749732e-03  9.99967936e-01],-5.197355911161885,[ 6.68296993e-03 -9.95531095e-01 -9.41938376e-02  8.35884245e-04],2->1
0.0951997773815089,0.1085427135678392,4.614323792912074e-06,10.251185887832719,[9.99850067e-01 1.73136485e-02 2.86282676e-04 7.88765510e-06],1.1806039075419952,[-4.41013863e-05  1.59858232e-03  2.98073971e-02  9.99554382e-01],3->2
0.0951997773815089,0.37788944723618095,0.32570703158989356,-0.3834852905643552,[ 0.0395695  -0.99464174 -0.09512706 -0.00853836],-9.581098785578478,[ 0.00154583 -0.05518462  0.50007937  0.86421808],2->1
0.1110664069450937,0.31758793969849247,0.8497604475777969,-1.2181087731213733,[ 0.04197957 -0.9927936  -0.11123554 -0.01500817],-10.481315488477135,[ 0.00297667 -0.10270942  0.95524643 -0.27739173],2->0
0.1110664069450937,0.0763819095477387,0.7356251986859916,2.527170222550872,[-2.34768366e-05  7.28698042e-04  2.20820028e-02  9.99755897e-01],-6.8030574792783725,[ 0.00142994 -0.10939176  0.99375707 -0.02186974],2->0
0.1110664069450937,0.7236180904522613,0.7536097281506364,-15.603256016490343,[ 0.00413798 -0.1096254   0.97097674  0.21253074],-24.907977292926574,[-5.21191832e-04  1.63018938e-02 -2.12034011e-01  9.77126171e-01],1->0
0.1110664069450937,0.03618090452261307,0.01083405431088329,4.201104152647216,[-3.58607547e-06  1.11354002e-04  9.33549332e-03  9.99956417e-01],-5.195129120995468,[ 0.00778318 -0.99395788 -0.10948005  0.00113281],2->1
0.1110664069450937,0.1085427135678392,8.495143820617646e-06,10.245301084365817,[9.99795998e-01 2.01943071e-02 3.89596662e-04 1.25347578e-05],1.1907281416863456,[-6.98276296e-05  2.16649621e-03  3.47419133e-02  9.99393967e-01],3->2
0.1110664069450937,0.3819095477386935,0.38113123662481546,-0.313261208871538,[ 0.04638624 -0.99267804 -0.11093589 -0.01148305],-9.570783267078136,[ 0.00228995 -0.06966435  0.53732957  0.8404871 ],2->1
0.12693303650867852,0.1085427135678392,1.438801257746492e-05,10.23851311482485,[9.99733661e-01 2.30726803e-02 5.08761760e-04 1.87271061e-05],1.202395862366106,[-1.03883653e-04  2.81570000e-03  3.96608848e-02  9.99209225e-01],3->2
0.12693303650867852,0.03618090452261307,0.01403336785860422,4.20424186704436,[-5.34965117e-06  1.45154182e-04  1.06604554e-02  9.99943165e-01],-5.192580563771413,[ 0.00887732 -0.99216829 -0.12458375  0.00147227],2->1
0.12693303650867852,0.38592964824120607,0.4274681069658631,-0.24069779692371274,[ 0.0532573  -0.99039734 -0.12671619 -0.01482479],-9.54975675938762,[ 0.00318816 -0.08434765  0.56452977  0.82108553],2->1
0.12693303650867852,0.0763819095477387,0.7313835592946829,2.5345896002155897,[-3.49821250e-05  9.48674454e-04  2.52105595e-02  9.99681713e-01],-6.810284056558372,[ 0.00185793 -0.1244542   0.99191122 -0.02489643],2->0
0.12693303650867852,0.3135678391959799,0.8252556177915121,-1.2601270294715294,[ 0.04758647 -0.9905281  -0.12722229 -0.02010237],-10.493567923357395,[ 0.00381119 -0.11590082  0.94974737 -0.29074458],2->0
0.12693303650867852,0.7155778894472362,0.7547798109976125,-15.417767869855204,[ 0.00537955 -0.12476861  0.9618408   0.24344635],-24.643486419500043,[-7.80363922e-04  2.13775186e-02 -2.42700011e-01  9.69865505e-01],1->0
0.14279966607226333,0.30954773869346736,0.8010783185382389,-1.300221532981368,[ 0.05308229 -0.98791411 -0.14326581 -0.02613212],-10.506701673504391,[ 0.00472991 -0.12880416  0.94485679 -0.30105275],2->0
0.14279966607226333,0.7115577889447237,0.7560842638064587,-15.281450758548177,[ 0.00678458 -0.13974673  0.9519773   0.27233076],-24.554950153048598,[-0.00110298  0.02688541 -0.27127903  0.96212455],1->0
0.14279966607226333,0.0763819095477387,0.7266615578483141,2.5429883222010705,[-4.97089573e-05  1.19624684e-03  2.83287291e-02  9.99597944e-01],-6.818405332308194,[ 0.00233769 -0.13930332  0.98985428 -0.02788577],2->0
0.14279966607226333,0.1085427135678392,2.285927775260899e-05,10.230822917112848,[9.99663075e-01 2.59484407e-02 6.43759467e-04 2.66906219e-05],1.2156010024459551,[-1.47353337e-04  3.54366346e-03  4.45619986e-02  9.99000325e-01],3->2
0.14279966607226333,0.03618090452261307,0.01759630068994226,4.20779480750602,[-7.61164693e-06  1.83298910e-04  1.19819547e-02  9.99928197e-01],-5.18971869715329,[ 0.00996468 -0.99017242 -0.13948426  0.001853  ],2->1
0.14279966607226333,0.38592964824120607,0.44629114805926196,-0.22243084954002018,[ 0.05985871 -0.98780734 -0.14248256 -0.01876983],-9.404034964650574,[ 0.0041546  -0.09721059  0.56803206  0.81723461],2->1
0.15866629563584814,0.11256281407035176,4.277635057449037e-05,10.389713081197746,[9.99559711e-01 2.96594421e-02 8.37270616e-04 3.86216730e-05],1.06551922555471,[-2.28650414e-04  4.93817624e-03  5.19750601e-02  9.98636148e-01],3->2
0.15866629563584814,0.03618090452261307,0.021501810076249912,4.211761801846659,[-1.04330824e-05  2.25728117e-04  1.32995639e-02  9.99911531e-01],-5.186552817886436,[ 0.01104459 -0.98798111 -0.15416279  0.00227363],2->1
0.15866629563584814,0.3899497487437186,0.4805217435989589,-0.14510712629987182,[ 0.06679564 -0.98488067 -0.15818812 -0.02291114],-9.37315203586622,[ 0.00535821 -0.11211017  0.58379946  0.80410247],2->1
0.15866629563584814,0.0763819095477387,0.7214876060002222,2.552362687824479,[-6.80360616e-05  1.47077998e-03  3.14352255e-02  9.99504707e-01],-6.827397130880017,[ 0.00286744 -0.15391979  0.98759796 -0.03083406],2->0
0.15866629563584814,0.30954773869346736,0.769542678884421,-1.2814988337466755,[ 0.05890336 -0.98494444 -0.15927983 -0.03232309],-10.598201000586004,[ 0.00572378 -0.14068664  0.93697651 -0.31976479],2->0
0.15866629563584814,0.7035175879396985,0.7576139432249297,-15.077395609918698,[ 0.00833247 -0.15447492  0.94054174  0.30240587],-24.309179779957248,[-0.00151187  0.03320811 -0.30096215  0.95305651],1->0
0.17453292519943295,0.699497487437186,0.759262718424598,-14.924376662170776,[ 0.0100433  -0.16903438  0.9287129   0.32987704],-24.2375350110701,[-0.00199051  0.03979707 -0.32798587  0.94384188],1->0
0.17453292519943295,0.3055276381909548,0.7457275875272719,-1.3174846768628883,[ 0.06420934 -0.98156797 -0.1754463  -0.04025014],-10.61305268305267,[ 0.00679584 -0.15300527  0.93313025 -0.32528625],2->0
0.17453292519943295,0.0763819095477387,0.7158916200433387,2.562708569437826,[-9.03340607e-05  1.77157262e-03  3.45287675e-02  9.99402130e-01],-6.837233318153842,[ 0.00344524 -0.16828648  0.98515458 -0.0337379 ],2->0
0.17453292519943295,0.3939698492462312,0.5096754144057923,-0.06527770496575816,[ 0.07377678 -0.9816236  -0.17384013 -0.02741709],-9.337217307481565,[ 0.00672278 -0.12703435  0.59501941  0.79357985],2->1
0.17453292519943295,0.03618090452261307,0.02572771793173501,4.216141542181714,[-1.38745445e-05  2.72375097e-04  1.46128579e-02  9.99893189e-01],-5.1830929699734725,[ 0.01211644 -0.98560586 -0.16860251  0.00273268],2->1
0.17453292519943295,0.11256281407035176,6.196201165027082e-05,10.37994592569041,[9.99467546e-01 3.26128077e-02 1.01285299e-03 5.14699606e-05],1.0826079951384624,[-3.02811787e-04  5.93169523e-03  5.70825089e-02  9.98351797e-01],3->2
0.1903995547630178,0.11256281407035176,8.673693212205865e-05,10.369253925633299,[9.99366723e-01 3.55625756e-02 1.20506068e-03 6.69141689e-05],1.1012879081515377,[-3.90988974e-04  7.00307401e-03  6.21636042e-02  9.98041327e-01],3->2
0.1903995547630178,0.03618090452261307,0.030251042221001858,4.220932585657418,[-1.79961506e-05  3.23166639e-04  1.59214136e-02  9.99873194e-01],-5.179349850317334,[ 0.01317966 -0.98305859 -0.18278861  0.00322859],2->1
0.1903995547630178,0.39798994974874374,0.5347226293739842,0.017116445043328554,[ 0.08079841 -0.97803205 -0.18942846 -0.03227681],-9.297357600245917,[ 0.00825073 -0.1419614   0.60268366  0.7852078 ],2->1
0.1903995547630178,0.0763819095477387,0.7099045719453111,2.574021415324854,[-1.16964764e-04  2.09786025e-03  3.76080791e-02  9.99290357e-01],-6.847886040948654,[ 0.00406908 -0.18238845  0.9825369  -0.03659419],2->0
0.1903995547630178,0.30150753768844224,0.7215097761635396,-1.3513372915114419,[ 0.06938514 -0.97774846 -0.19171472 -0.04938741],-10.627120116959489,[ 0.00793832 -0.16509642  0.92967629 -0.32921445],2->0
0.1903995547630178,0.6914572864321609,0.761172150702228,-14.703208165495667,[ 0.0118854  -0.18329235  0.91522121  0.35865414],-24.009117341405624,[-0.00257289  0.04722586 -0.35621125  0.93320772],1->0
0.2062661843266026,0.2974874371859297,0.6965491431749896,-1.3829341309385885,[ 0.07442114 -0.97343073 -0.20810712 -0.0598793 ],-10.640103570378848,[ 0.00914692 -0.17697112  0.92654249 -0.33183816],2->0
0.2062661843266026,0.08040201005025127,0.7020778342982944,2.422954172875599,[-1.71426966e-04  2.83061969e-03  4.33286613e-02  9.99056848e-01],-6.920823795135775,[ 0.00491342 -0.19613981  0.97966668 -0.04193115],2->0
0.2062661843266026,0.6834170854271358,0.763288594445314,-14.473780975385054,[ 0.01386824 -0.19729304  0.90074215  0.38671269],-23.78911940692042,[-0.00325104  0.05517549 -0.38363128  0.92183086],1->0
0.2062661843266026,0.03618090452261307,0.03504831571676858,4.226133355254749,[-2.28575154e-05  3.78023190e-04  1.72248103e-02  9.99851570e-01],-5.175334713675419,[-0.01423376  0.98035152  0.19670832 -0.00375974],2->1
0.2062661843266026,0.11256281407035176,0.00011796534906520651,10.357638543250808,[9.99257272e-01 3.85084172e-02 1.41386758e-03 8.52034939e-05],1.121548917830829,[-4.94177704e-04  8.14805242e-03  6.72157038e-02  9.97705074e-01],3->2
0.2062661843266026,0.39798994974874374,0.5427451599399907,0.045052052148414436,[ 0.08740651 -0.97411532 -0.20499767 -0.03788663],-9.14895388092306,[ 0.00983084 -0.15530331  0.59667144  0.78725309],2->1
0.2221328138901874,0.11256281407035176,0.00015652280778840564,10.345101368014383,[9.99139229e-01 4.14500032e-02 1.63924547e-03 1.06590743e-04],1.1433800598038049,[-6.13308499e-04  9.36212877e-03  7.22361224e-02  9.97343430e-01],3->2
0.2221328138901874,0.03618090452261307,0.04009588513523734,4.231742140666605,[-2.85177211e-05  4.36859011e-04  1.85226303e-02  9.99828346e-01],-5.171059278608437,[-0.01527828  0.977497    0.21035086 -0.00432446],2->1
0.2221328138901874,0.4020100502512563,0.5629293755219472,0.13264564707574525,[ 0.09446756 -0.96984259 -0.22043501 -0.04346992],-9.10602915970508,[ 0.01168843 -0.17029372  0.60013985  0.78147015],2->1
0.2221328138901874,0.08040201005025127,0.6951960943459632,2.4370479843585264,[-2.13384789e-04  3.26281626e-03  4.65730573e-02  9.98909535e-01],-6.933810192273405,[ 0.00564915 -0.2096608   0.97672855 -0.04485286],2->0
0.2221328138901874,0.2934673366834171,0.6704908385321535,-1.4121144460985626,[ 0.07930548 -0.96854271 -0.22464748 -0.0718969 ],-10.651761853429038,[ 0.01041742 -0.18863829  0.92366788 -0.33338373],2->0
0.2221328138901874,0.6713567839195981,0.7657538285524,-14.174086086113055,[ 0.01595968 -0.21089667  0.88420219  0.41647854],-23.41454439103837,[-0.00406039  0.0641196  -0.41261992  0.90863469],1->0
0.23799944345377222,0.28944723618090457,0.6429601648088644,-1.438669905308327,[-0.08402326  0.96299029  0.2413609   0.0856429 ],-10.661897891397441,[ 0.01174571 -0.2001053   0.92100137 -0.33403051],2->0
0.23799944345377222,0.08040201005025127,0.6880106237163617,2.452153726915972,[-2.61506958e-04  3.72107698e-03  4.97978605e-02  9.98752351e-01],-6.947567196329385,[ 0.00642592 -0.22288388  0.97365539 -0.04771444],2->0
0.23799944345377222,0.663316582914573,0.7683312571278879,-13.928786823100989,[ 0.01821007 -0.22434775  0.86783422  0.44294497],-23.21084565671827,[-0.00494568  0.07304    -0.43826383  0.89586021],1->0
0.23799944345377222,0.03618090452261307,0.04537018518000198,4.237757099247397,[-3.50352925e-05  4.99582355e-04  1.98144582e-02  9.99803549e-01],-5.166535635908525,[-0.01631283  0.9745074   0.22370742 -0.00492103],2->1
0.23799944345377222,0.11256281407035176,0.000203283724096853,10.331644116671502,[9.99012631e-01 4.43870041e-02 1.88116404e-03 1.31332708e-04],1.1667694479970934,[-7.49244174e-04  1.06405886e-02  7.72221347e-02  9.96956849e-01],3->2
0.23799944345377222,0.40603015075376886,0.5807715454730343,0.22297668813705382,[ 0.10155825 -0.96522442 -0.23577477 -0.04937614],-9.060925978788447,[ 0.01371724 -0.18524966  0.60159106  0.77690578],2->1
0.25386607301735703,0.285427135678392,0.6135580513785914,-1.4623326152794913,[-0.08855548  0.95665052  0.25827212  0.10135689],-10.6703484304905,[ 0.01312776 -0.21137833  0.91850034 -0.33392213],2->0
0.25386607301735703,0.08442211055276383,0.6782953969579101,2.307894089778618,[-3.63742984e-04  4.83580572e-03  5.63256769e-02  9.98400671e-01],-7.026240055309212,[ 0.00749236 -0.23567132  0.97032479 -0.05359753],2->0
0.25386607301735703,0.6512562814070353,0.7713314174232672,-13.61240938097905,[ 0.02055176 -0.23734619  0.84924179  0.47120356],-22.853475024405473,[-0.00597998  0.08299819 -0.46554194  0.88110513],1->0
0.25386607301735703,0.03618090452261307,0.05084798356590872,4.244176257034001,[-4.24681768e-05  5.66095660e-04  2.10998821e-02  9.99777212e-01],-5.161776160766389,[-0.01733705  0.97139493  0.23677108 -0.00554772],2->1
0.25386607301735703,0.11256281407035176,0.00025910917879990293,10.317268633278644,[9.98877520e-01 4.73190898e-02 2.13959092e-03 1.59690558e-04],1.191704272558156,[-9.02777924e-04  1.19785340e-02  8.21709817e-02  9.96545849e-01],3->2
0.25386607301735703,0.40603015075376886,0.5859230266392984,0.25868829002917404,[ 0.10812929 -0.96026319 -0.25109295 -0.05616928],-8.914105620513391,[ 0.01579319 -0.1988574   0.59274722  0.78029292],2->1
0.26973270258094184,0.11256281407035176,0.00032483513776252246,10.30197688923936,[9.98733939e-01 5.02459294e-02 2.41449177e-03 1.91930250e-04],1.2181708001264344,[-0.00107463  0.01337091  0.08707988  0.99611102],3->2
0.26973270258094184,0.03618090452261307,0.056506594581336285,4.2509975098370845,[-5.08737279e-05  6.36295740e-04  2.23784931e-02  9.99749366e-01],-5.156793429700874,[-0.01835066  0.96817158  0.2495367  -0.00620279],2->1
0.26973270258094184,0.4100502512562815,0.6010155843940486,0.3545529137187438,[-0.11523837  0.95494301  0.26620979  0.06274   ],-8.867847476612976,[ 0.01816775 -0.21380434  0.59167453  0.77709644],2->1
0.26973270258094184,0.08442211055276383,0.6703584649149165,2.326071963480804,[-4.34375495e-04  5.41663061e-03  5.97040599e-02  9.98201331e-01],-7.042372602515291,[ 0.00837341 -0.2482607   0.96700862 -0.05648757],2->0
0.26973270258094184,0.28140703517587945,0.5818593850867365,-1.4827598927167385,[-0.09287768  0.94936276  0.2754028   0.11932051],-10.676976585894707,[-0.01455961  0.22246264 -0.91612934  0.33317477],2->0
0.26973270258094184,0.6432160804020102,0.774413577581995,-13.353408465752942,[ 0.02305903 -0.25025687  0.83130583  0.49575236],-22.664066356699927,[-0.00707977  0.09270031 -0.48909257  0.86726293],1->0
0.28559933214452665,0.28140703517587945,0.5487153919217304,-1.4431680177535606,[-0.09790892  0.94195226  0.2918362   0.13405752],-10.77245549984863,[ 0.01603933 -0.23216666  0.91106179 -0.34030545],2->0
0.28559933214452665,0.08442211055276383,0.6622080720272512,2.3453005999782235,[-5.13236654e-04  6.02255653e-03  6.30567717e-02  9.97991638e-01],-7.059209086964668,[ 0.00928986 -0.2605376   0.96359566 -0.05930647],2->0
